year,dispnum,midloc2_location,midloc2_measuringpoint,midloc2_xlongitude,midloc2_ylatitude,midloc2_precision,midloc2_howobtained,midloc2_precision_comment,midloc2_general_comment,priogrid_cell,midloc11_location,midloc11_midlocmeasuringpoint,midloc11_latitude,midloc11_longitude,midloc11_precision
1979,2113,Iran,Centroid of ADM0,54.3,32.5712,6,ArcGIS and cShapes,State,Dual event; ADM1s not contiguous,176869,"Sar Dasht, Qasr-e-Shirin","Sar Dasht, Iran",31.4,49.8833,1
1979,2115,Shatt-al-Arab,Midpoint of river,48.0287,30.4622,5,ArcGIS and Natural Earth Data,Point along a line,,173257,Shatt-al-Arab,Shatt-al-Arab (Iran/Iraq),29.9497,48.5731,3
1842,2116,"Monterey, USA","Monterey, USA",-121.895,36.6002,1,latlong.net,Precise location text,,182277,"Monterey, CA, USA","Monterey, ca",36.5817,-121.869,1
1870,2117,"Teacapan, Mexico","Teacapan, Mexico",-105.737,22.5401,5,latlong.net,Point along a line,,162149,Tecapan River,"Tecpan, Mexico",16.25,-95.9667,4
1984,2118,Ecuador (Zamora-Chinchipe [ADM1])-Peru (Amazonas [ADM1]),Midpoint of shared (subnational) border,-78.5543,-4.08944,5,ArcGIS and GADM,Point along a line,,123323,"Rio Corrientes, Zamora-Santiago zone",cordillera del condor (EC-PER),-3.51,-78.3175,4
1981,2119,Cordillera del Condor,Cordillera del Condor,-78.5,-4,5,latlong.net,> ADM1,,123324,Zamora-Santiago zone,cordillera del condor (EC-PER),-3.51,-78.3175,3
1977,2120,Cordillera del Condor,Cordillera del Condor,-78.5,-4,5,latlong.net,> ADM1,,123324,Zamora-Santiago zone,cordillera del condor (EC-PER),-3.51,-78.3175,3
1953,2121,Cordillera del Condor,Cordillera del Condor,-78.5,-4,5,latlong.net,> ADM1,,123324,Zamora-Santiago zone,cordillera del condor (EC-PER),-3.51,-78.3175,3
1950,2122,Cordillera del Condor,Cordillera del Condor,-78.5,-4,5,latlong.net,> ADM1,,123324,Zamora-Santiago zone,cordillera del condor (EC-PER),-3.51,-78.3175,3
1943,2123,"Cerro Verde, Ecuador","Cerro Verde, Ecuador",-80.2011,-4.12459,1,latlong.net,Precise location text,,123320,"Cerro Verde, Loja province","Loja, Ecuador",-4.16667,-79.5,3
1942,2124,"Isla Jambeli, Ecuador","Isla Jambeli, Ecuador",-80.0367,-3.25393,2,latlong.net,Island,,124760,Jambeli Island,"Jambeli Island, Ecuador",-3.33333,-80.0667,3
1937,2125,Rio Zarumilla,Rio Zarumilla,-80.2307,-3.49514,5,Point estimate and latlong.net,Point along a line,,124760,Zarumilla River,"Zaruma, Ecuador",-3.68333,-79.6167,4
1911,2126,"Pocitas, Peru","Pocitas, Peru",-81.0726,-4.11128,2,latlong.net,Near,,123318,Pocitas Zone,"Pocitas, Peru",22.1333,-79.6333,3
1891,2127,"Oriente Forest, Ecuador","Oriente Forest, Ecuador",-77.0104,-0.734,5,latlong.net,> ADM1,,128366,"Rio Napo, Oriente","Oriente, Ecuador",-2,-77,3
1886,2128,Rio Paraguay,"Asuncion, Paraguay",-57.5759,-25.2637,5,MIDLOC1.1 and latlong.net,Point along a line,,93125,Rio Paraguay,"Asuncion, Paraguay",-25.2667,-57.6667,4
1921,2129,Pilcomayo River,Midpoint of river,-62.6244,-22.2771,5,ArcGIS and Natural Earth Data,Point along a line,,97435,Rio Pilcomayo,"Rio Pilcomayo, Bolivia",-19.3833,-65.8833,4
1923,2130,Chaco Boreal,Chaco Boreal,-60,-23,5,geonames.org,> ADM1,,96001,Chaco Boreal,"Chaco Boreal, Paraguay",-23,-60,3
1924,2131,Chaco Boreal,Chaco Boreal,-60,-23,5,geonames.org,> ADM1,,96001,Chaco Boreal,"Chaco Boreal, Paraguay",-23,-60,3
1927,2132,Chaco Boreal,Chaco Boreal,-60,-23,5,geonames.org,> ADM1,,96001,Chaco Boreal,"Chaco Boreal, Paraguay",-23,-60,3
1930,2133,Rio Paraguay,"Asuncion, Paraguay",-57.5759,-25.2637,5,MIDLOC1.1 and latlong.net,Point along a line,,93125,Rio Paraguay,"Asuncion, Paraguay",-25.2667,-57.6667,4
1974,2136,Tanzania (Kagera [ADM1]),Centroid of ADM1,31.4539,-1.88039,4,ArcGIS and GADM,ADM1,,127143,Kagera Salient,"Kagera River, Tanzania",-0.95,31.7833,4
1972,2138,Libya-Sudan Border,Midpoint of shared (national) border,25.0009,20.2518,5,ArcGIS and cShapes,Point along a line,,158811,Libya-Sudan border,"Jabal Kissu, Sudan",21.5833,25.15,4
1977,2139,Belize-Guatemala Border,Midpoint of shared (national) border,-89.1656,16.6986,5,ArcGIS and cShapes,Point along a line,uses 1981 data,153542,Border with Belize,"Caracol, Belize",16.7575,-89.1247,4
1977,2140,Tanzania (Kagera [ADM1]),Centroid of ADM1,31.4539,-1.88039,4,ArcGIS and GADM,ADM1,,127143,Kagera Salient,"Kagera River, Tanzania",-0.95,31.7833,4
1978,2141,Tanzania-Uganda Border,Midpoint of shared (national) border,32.1947,-1.00008,5,ArcGIS and cShapes,Point along a line,,127865,,md pt TAZ-UGA border,-1.121,32.144,4
1977,2142,Ethiopia-Sudan Border,Midpoint of shared (national) border,34.8118,10.7249,5,ArcGIS and cShapes,Point along a line,,145150,,eth-sud border,10.62,34.51,4
1977,2143,Chile-Peru Border,Midpoint of shared (national) border,-69.7861,-18.0145,5,ArcGIS and cShapes,Point along a line,Dual event,103181,Tacna and Arica,"Tacna, Peru",-18.0056,-70.2483,1
1977,2144,Kenya-Tanzania Border (Territorial Waters),Midpoint of shared (territorial water) border,39.5848,-4.7184,5,ArcGIS and Marine Regions,Point along a line,,122840,,coast of ken-taz border,-4.85,39.46,2
1977,2148,Angola-DRC Border,Midpoint of shared (national) border,19.5347,-7.01493,5,ArcGIS and cShapes,Point along a line,Ignores enclave,119200,Zaire-Angola border,"Chitato, Angola",-7.3,20.85,4
1977,2149,Cambodia-Laos Border,Midpoint of shared (national) border,106.161,14.3695,5,ArcGIS and cShapes,Point along a line,,150333,laos-camb border,mid pt on border,14.4069,106.313,4
1977,2150,Angola-DRC Border,Midpoint of shared (national) border,19.5347,-7.01493,5,ArcGIS and cShapes,Point along a line,Ignores enclave,119200,,zai-ang border (north),-5.135,12.772,4
1980,2152,Saudi Arabia-North Yemen Border,Midpoint of shared (national) border,44.5422,17.3755,5,ArcGIS and cShapes,Point along a line,,154530,Yemen-S.Arabia border,"Najran, Saudi Arabia",17.4667,44.1,4
1964,2153,"Al Mukalla, Yemen","Al Mukalla, Yemen",49.1272,14.5404,8,latlong.net,Capital,,150939,Yemen,Al Mukalla,14.53,49.1314,5
1966,2155,Saudi Arabia-Yemen Border,Midpoint of shared (national) border,44.5422,17.3755,5,ArcGIS and cShapes,Point along a line,,154530,Border of Saudi Arabia & Yemen,"Zamakh, Yemen",16.45,47.6,4
1963,2157,"Behan, Iran","Behan, Iran",52.4056,35.7863,1,latlong.net,Precise location text,,181185,Behan,"Behan, Iran",35.7833,52.4,1
1983,2163,"Larnaca, Cyprus","Larnaca, Cyprus",33.6232,34.9003,1,latlong.net,Precise location text,,179708,"Larnaca, Cyprus",Larnaca,34.9167,33.6292,1
1871,2168,"Paris, France","Paris, France",2.35222,48.8566,1,latlong.net,Precise location text,,199805,"Paris, France",Paris,48.8667,2.33333,1
1871,2169,"Paris, France","Paris, France",2.35222,48.8566,1,latlong.net,Precise location text,,199805,"Paris, France",Paris,48.8667,2.33333,1
1885,2170,Benin-Togo Border,Midpoint of shared (national) border,1.62585,8.67489,5,ArcGIS and cShapes,Point along a line,Uses 1960 data,142204,Togo and Dahomey,"Grand Popo, Benin",6.28333,1.83333,5
1965,2171,"Nicosia, Cyprus","Nicosia, Cyprus",33.3823,35.1856,8,latlong.net,Capital,,180427,Cyprus,Nicosia,35.1667,33.3667,5
1965,2172,"Nicosia, Cyprus","Nicosia, Cyprus",33.3823,35.1856,8,latlong.net,Capital,,180427,Cyprus,Nicosia,35.1667,33.3667,5
1974,2173,Aegean Sea,Aegean Sea,25.2686,39.0192,5,latlong.net,Sea,,186171,Aegean see,Aegean Sea,39,25,3
1978,2174,Aegean Sea,Aegean Sea,25.2686,39.0192,5,latlong.net,Sea,,186171,Aegean sea,Aegean Sea,39,25,5
1981,2175,Aegean Sea,Aegean Sea,25.2686,39.0192,5,latlong.net,Sea,,186171,Aegean Sea,Aegean Sea,39,25,5
1982,2176,Cyprus,Centroid of ADM0,33.2218,35.0459,6,ArcGIS and cShapes,State,,180427,,cyprus,35.06,33.41,5
1984,2177,Cyprus,Centroid of ADM0,33.2218,35.0459,6,ArcGIS and cShapes,State,,180427,"Aegean Sea, Cyprus","Nicosia, Cyprus",35.1667,33.3667,5
1986,2178,"Nicosia, Cyprus","Nicosia, Cyprus",33.3823,35.1856,8,latlong.net,Capital,,180427,Cyprus,"Nicosia, Cyprus",35.1667,33.3667,5
1986,2179,Aegean Sea,Aegean Sea,25.2686,39.0192,5,latlong.net,Sea,,186171,Aegean Sea,Aegean Sea,39,25,5
1951,2180,Afghanistan-Pakistan Border,Midpoint of shared (national) border,69.227,31.8695,5,ArcGIS and cShapes,Point along a line,,175459,Pakistan-Afghanistan border,"Peshawar, pakistan",34.0019,71.5594,4
1956,2181,Afghanistan-Pakistan Border,Midpoint of shared (national) border,69.227,31.8695,5,ArcGIS and cShapes,Point along a line,,175459,Pakistan-Afghanistan,"Jalalabad, Afghanistan",36.7667,65.8667,4
1918,2184,Mexico-United States Border,Midpoint of shared (national) border,-105.809,31.2332,5,ArcGIS and cShapes,Point along a line,Uses 1946 data,174389,us-mex border,mid pt of border,31.2192,-105.938,4
1919,2185,Mexico-United States (Texas [ADM1]) Border,Midpoint of shared (subnational) border,-101.37,29.6701,5,ArcGIS and GADM,Point along a line,,172238,Texas-Mexico border,"Ciudad Acuna, Mexico",29.3,-100.917,4
1949,2186,Ongjin Peninsula,Ongjin Peninsula,125.358,37.936,3,latlong.net,Peninsula,,184211,Ongjin Peninsula,"Ongjin-bando, N.Korea",37.9256,125.108,3
1958,2187,North Korea-South Korea Border,Midpoint of shared (national) border,127.507,38.3093,5,ArcGIS and cShapes,Point along a line,,184936,,PRK-KOR border,38.27,127.3,4
1962,2188,North Korea-South Korea Border,Midpoint of shared (national) border,127.507,38.3093,5,ArcGIS and cShapes,Point along a line,,184936,,PRK-KOR border,38.27,127.3,4
1974,2191,Yellow Sea,Yellow Sea,123.796,35.4943,5,latlong.net,Sea,,180608,Yellow Sea,Yellow Sea,36,124,5
1977,2192,North Korea-South Korea Border,Midpoint of shared (national) border,127.507,38.3093,5,ArcGIS and cShapes,Point along a line,,184936,,PRK-KOR border,38.27,127.3,4
1979,2193,North Korea-South Korea Border,Midpoint of shared (national) border,127.507,38.3093,5,ArcGIS and cShapes,Point along a line,,184936,,PRK-KOR border,38.27,127.3,4
1981,2194,Korean Demilitarized Zone,Centroid of DMZ,127.474,38.2539,3,ArcGIS and ESRI,ADM2 like,,184935,Korea:DMZ,mid pt of border,38.3561,127.463,4
1983,2195,North Korea-South Korea Border,Midpoint of shared (national) border,127.507,38.3093,5,ArcGIS and cShapes,Point along a line,,184936,,PRK-KOR border,38.27,127.3,4
1984,2196,North Korea-South Korea Border,Midpoint of shared (national) border,127.507,38.3093,5,ArcGIS and cShapes,Point along a line,,184936,,PRK-KOR border,38.27,127.3,4
1986,2198,Korean Demilitarized Zone,Centroid of DMZ,127.474,38.2539,3,ArcGIS and ESRI,ADM2 like,,184935,Korea:DMZ,mid pt of border,38.3561,127.463,4
1873,2199,Taiwan,Centroid of ADM0,120.962,23.7511,6,ArcGIS and cShapes,State,Uses 1949 data,164042,Formosa,"Formosa, Brazil",-23.7833,-45.35,1
1875,2200,"Ryukyu Islands, Japan","Ryukyu Islands, Japan",128,26.5,4,latlong.net,Island,,168377,"Ryukyu Islands, Japan",Ryukyu Islands,26.5,128,3
1879,2201,"Ryukyu Islands, Japan","Ryukyu Islands, Japan",128,26.5,4,latlong.net,Island,,168377,"Ryukyu Islands, Japan",Ryukyu Islands,26.5,128,3
1882,2202,"Seoul, South Korea","Seoul, South Korea",126.978,37.5665,1,latlong.net,Precise location text,,184214,"Seoul, Korea",Seoul,37.5664,127,1
1907,2203,"Harbin, China","Harbin, China",126.535,45.8038,5,latlong.net,> ADM1,,195734,Manchuria,"Harbin, China",45.75,126.65,3
1909,2204,China (Jilin [ADM1]),Centroid of ADM1,126.194,43.6644,4,ArcGIS and GADM,ADM1,,192853,"Manchuria, Chiento Jilin province","Jilin, China",43.85,126.56,1
1916,2205,"Zhengjiatun, Liaoning, China","Zhengjiatun, Liaoning, China",123.713,41.2889,1,latlong.net,Precise location text,,189248,"Zhengjiatun, Liaoyang Province","Liaoyang, China",41.2261,123.056,3
1920,2206,China (Jilin [ADM1]),Centroid of ADM1,126.194,43.6644,4,ArcGIS and GADM,ADM1,,192853,Chientao (Jilin province),"Jilin, China",43.85,126.56,3
1925,2207,"Mukden, China","Mukden, China",123.431,41.8057,1,latlong.net,Precise location text,,189967,Mukden (Liaoyang Province) Manchuria,"Mukden, China",41.7922,123.433,3
1926,2208,Unspecified,,,,-99,,Location unclear or unspecified,,0,.,,,,7
1927,2209,"Wuhan, China","Wuhan, China",114.306,30.5928,1,latlong.net,Precise location text,,174109,Hankow,"Hangkow, China",30.5833,114.267,1
1933,2211,China (Inner Mongolia Autonomous Region [ADM1]),Centroid of ADM1,113.914,44.0864,4,ArcGIS and GADM,ADM1,Chahar is a historic province now contained in Inner Mongolia ADM1,193548,"Chahar Province, Inner Mongolia","Chahar, China",40.7772,113.204,3
1935,2212,China (Hebei [ADM1]),Centroid of ADM1,116.13,39.5457,4,ArcGIS and GADM,ADM1,,187073,Hopei Province,"Paoting, China",18.7817,109.525,3
1936,2214,China (Hebei [ADM1]),Centroid of ADM1,116.13,39.5457,4,ArcGIS and GADM,ADM1,,187073,Hopei,"Paoting, China",18.7817,109.525,3
1958,2215,"Yerevan, Armenia","Yerevan, Armenia",44.4991,40.1792,8,latlong.net,Capital,,187649,Armenia,Yerevan,40.1833,44.5,5
1958,2216,Baltic Sea,Baltic Sea,19.8633,58.488,5,latlong.net,Sea,,213520,Baltic Sea,Baltic Sea,56,18,5
1963,2218,"Berlin, Germany","Berlin, Germany",13.405,52.52,8,latlong.net,Capital,,205587,,berlin,52.52,13.38,5
1961,2219,"Berlin, Germany","Berlin, Germany",13.405,52.52,1,latlong.net,Precise location text,,205587,.,berlin,52.52,13.38,1
1964,2220,"Berlin, Germany","Berlin, Germany",13.405,52.52,8,latlong.net,Capital,,205587,East Germany,Berlin,52.5167,13.4833,5
1970,2221,"Yerevan, Armenia","Yerevan, Armenia",44.4991,40.1792,8,latlong.net,Capital,,187649,Armenia,Yerevan,40.1833,44.5,5
1977,2222,United States Territorial Waters (Eastern seaboard),Centroid of territorial waters,-74.3552,39.286,3,ArcGIS and Marine Regions,Territorial waters,,185972,"US coastal waters, Atlantic Ocean",Gulf of Maine,43,-68.5,4
1978,2223,"Tehran, Iran","Tehran, Iran",51.389,35.6892,8,latlong.net,Capital,,181183,Iran,Tehran,35.6719,51.4244,5
1979,2224,Pacific Ocean,Pacific Ocean,-124.509,-8.78319,6,latlong.net,Ocean,,116751,Pacific Ocean,mid pt of ocean,1.84083,-157.767,5
1979,2225,Cuba-United States Border (Territorial Waters),Midpoint along shortest line between territorial waters,-81.9004,23.8593,5,ArcGIS and Marine Regions,Point along a line,,163637,,waters off of cuba,22.74,-75.58,4
1980,2226,Unspecified,,,,-99,,Location unclear or unspecified,,0,.,,,,7
1981,2228,"New York, USA","New York, USA",-74.0059,40.7128,1,latlong.net,Precise location text,,188132,New York,"New York, USA",41.0017,-73.8531,1
1982,2229,Japan Territorial Waters,Northernmost point of territorial waters,141.915,45.7267,5,ArcGIS and Marine Regions,Point along a line,,195764,,northern tip of JAP,45.31,142.01,3
1984,2230,Bering Sea,Bering Sea,-178.139,56.9073,5,latlong.net,Sea,,210964,Bering Sea,Bering Sea,60,-175,5
1983,2231,"Berlin, Germany","Berlin, Germany",13.405,52.52,8,latlong.net,Capital,,205587,,berlin,52.52,13.38,5
1985,2232,"Berlin, Germany","Berlin, Germany",13.405,52.52,8,latlong.net,Capital,,205587,,berlin,52.52,13.38,5
1986,2233,Black Sea,Black Sea,34.2993,43.413,5,latlong.net,Sea,,191949,Black Sea,Black Sea,43,35,5
1911,2234,Haiti,Centroid of ADM0,-72.6795,18.9416,6,ArcGIS and cShapes,State,Uses 1946 data,156455,,haiti,19.11,-72.54,5
1856,2236,Rio Paraguay,"Asuncion, Paraguay",-57.5759,-25.2637,5,MIDLOC1.1 and latlong.net,Point along a line,,93125,Rio Paraguay,"Asuncion, Paraguay",-25.2667,-57.6667,4
1981,2237,Guyana-Venezuela Border,Midpoint of shared (national) border,-60.4302,6.93136,5,ArcGIS and cShapes,Point along a line,,139200,,guy-ven border,6.858,-60.16,4
1969,2239,Guyana-Venezuela Border,Midpoint of shared (national) border,-60.4302,6.93136,5,ArcGIS and cShapes,Point along a line,,139200,Venezuelan-Guyana border,"Bochinche, Venezuela",7.56667,-60.7333,4
1970,2240,Anacoco Island,Anacoco Island,-61.1436,6.72528,2,Point estimate and latlong.net,Island,,139198,Ankoko island,"Ankoko Island, Venezuela",6.71667,-61.1333,3
1860,2242,"Quito, Ecuador","Quito, Ecuador",-78.4678,-0.180653,8,latlong.net,Capital,,129084,Ecuador,Quito,-0.216667,-78.5,5
1954,2244,North Korea-South Korea Border,Midpoint of shared (national) border,127.507,38.3093,5,ArcGIS and cShapes,Point along a line,,184936,,PRK-KOR border,38.27,127.3,4
1987,2245,Ethiopia-Somalia Border,Midpoint of shared (national) border,47.6729,7.70284,5,ArcGIS and cShapes,Point along a line,,140856,,md pt on som-eth border,7.896,48.097,4
1893,2300,"Waima, Sierra Leone","Waima, Sierra Leone",-10.7824,8.63737,1,latlong.net,Precise location text,,142179,"Waima, Siera Leone",Waima,8.75,-11.2333,1
1939,2302,"Prague, Czech Republic","Prague, Czech Republic",14.4378,50.0755,8,latlong.net,Capital,,201989,Czechoslovakia,Prague,50.0833,14.4667,5
1937,2303,Cape Bizerte,Cape Bizerte,9.86389,37.3333,2,latlong.net,Cape,,183260,off Bizerte Tunisia,Cap Bizerte,37.3333,9.86667,2
1937,2304,Gibraltar Territorial Waters,Centroid of territorial waters,-5.2458,36.089,3,ArcGIS and Marine Regions,Territorial waters,,181790,Off the Spanish Coast,Cadiz,36.5336,-6.29945,4
1937,2306,"Tunis, Tunisia","Tunis, Tunisia",10.1815,36.8065,2,latlong.net,Near,,182541,"Off Tunis, Tunisia",Tunis,36.8028,10.1797,2
1937,2307,"Barcelona, Spain","Barcelona, Spain",2.1734,41.3851,1,latlong.net,Precise location text,,189005,"Barcelona,Spain",Barcelona,41.3833,2.18333,1
1916,2310,"Veracruz, Mexico","Veracruz, Mexico",-96.1342,19.1738,1,latlong.net,Precise location text,,157128,Veracruz,"Veracruz, Mexico",31.4833,-107.4,1
1913,2311,"Belize City, Belize","Belize City, Belize",-88.1962,17.5046,8,latlong.net,Capital,,154984,"British Honduras, Gulf of Mexico","Belize City, Belize",17.4833,-88.1833,5
1913,2312,"Veracruz, Mexico","Veracruz, Mexico",-96.1342,19.1738,1,latlong.net,Precise location text,,157128,Veracruz,"Veracruz, Mexico",31.4833,-107.4,1
1913,2313,"Veracruz, Mexico","Veracruz, Mexico",-96.1342,19.1738,1,latlong.net,Precise location text,,157128,Veracruz,"Veracruz, Mexico",31.4833,-107.4,1
1986,2315,Yellow Sea,Yellow Sea,123.796,35.4943,5,latlong.net,Sea,,180608,Yellow Sea,Yellow Sea,36,124,5
1929,2316,"Isla Margarita, Paraguay","Isla Margarita, Paraguay",-57.8897,-21.695,1,latlong.net,Precise location text,,98165,Ilha Margarida,"Ilha Magarida, Brazil",-11.0833,-55.6167,3
1976,2317,Essequibo River,Midpoint of river,-58.3818,3.75846,5,ArcGIS and Natural Earth Data,Point along a line,,134884,Essequibo area,"Essequibo River, Guyana",7.03333,-58.45,3
1976,2318,Corentyne River,Midpoint of river,-57.9096,3.86172,5,ArcGIS and Natural Earth Data,Point along a line,,134885,Courantyne River area,"Courantyne River, Guyana",5.7544,-57.1642,4
1972,2319,Belize Territorial Waters,Centroid of territorial waters,-87.6937,16.7176,3,ArcGIS and Marine Regions,Territorial waters,,153545,Belize's Carribean Sea,Glover Reef,16.8,-87.7833,4
1875,2320,Peru (Yunguyo [ADM2]),Centroid of ADM2,-69.0746,-16.2952,3,ArcGIS and GADM,ADM2,,106062,"Yungayo District, Peru",Yunguyo,-16.0328,-69.4333,3
1906,2321,"Puerto Heath, Bolivia","Puerto Heath, Bolivia",-68.6384,-12.5071,2,latlong.net,Near,,111103,Madre de Dios area near Puerto Heath,"Puerto Heath, Bolivia",-12.5,-68.6667,2
1858,2322,Chincha Islands,Chincha Islands,-76.3912,-13.6303,2,latlong.net,Island,,109648,Chincha Islands,"Chincha, Peru",-13.6333,-76.4167,3
1982,2323,Guajira Peninsula,Guajira Peninsula,-71.5,12,5,latlong.net,Peninsula,,147098,"Guajira Peninsula, Colombia","Guajira Peninsula,",12,-71.5,3
1979,2325,Honduras-Nicaragua Border,Midpoint of shared (national) border,-85.4934,14.082,5,ArcGIS and cShapes,Point along a line,,149950,Nicaraguan-Honduran border,"Plis, Nicaragua",14.15,-85.4333,4
1977,2326,Corentyne River,Midpoint of river,-57.9096,3.86172,5,ArcGIS and Natural Earth Data,Point along a line,,134885,Courantyne River,"Courantyne River, Guyana",5.95,-57.1,4
1976,2327,"Tyre, Lebanon","Tyre, Lebanon",35.203764,33.270489,1,latlong.net,Precise location text,,177551,"Tyre, Lebanon","Tyre, Lebanon",33.2711,35.1964,1
1949,2328,Albania-Yugoslavia Border,Midpoint of shared (national) border,20.3865,42.3043,5,ArcGIS and cShapes,Point along a line,,190481,Yugoslavia-Albania border,"Krume, Albania",42.1969,20.4133,4
1958,2331,"Basra, Iraq","Basra, Iraq",47.7835,30.5081,2,latlong.net,Near,,173976,,"Basra, Iraq",30.49,47.82,2
1958,2332,Iraq-Turkey Border,Midpoint of shared (national) border,43.7267,37.2257,5,ArcGIS and cShapes,Point along a line,,183328,Iraq-Turkey border,"Cukurca, Turkey",41.0667,32.6833,4
1976,2335,Gulf of Suez,Gulf of Suez,32.9006,28.9793,4,latlong.net,Gulf,,171066,Gulf of Suez,"Suez, Egypt",28.1667,33.45,3
1901,2338,"Caracas, Venezuela","Caracas, Venezuela",-66.9036,10.4806,8,latlong.net,Capital,,144227,Venezuela,Caracas,10.5,-66.9167,5
1948,2339,Costa Rica-Nicaragua Border,Midpoint of shared (national) border,-84.6307,11.0617,5,ArcGIS and cShapes,Point along a line,,145631,Costa Rica border territory,mid pt of border,10.935,-84.6839,4
1948,2340,Costa Rica-Nicaragua Border,Midpoint of shared (national) border,-84.6307,11.0617,5,ArcGIS and cShapes,Point along a line,,145631,Nicaragua-Costa Rica Border,mid pt of border,10.935,-84.6839,4
1898,2341,Unspecified,,,,-99,,Location unclear or unspecified,,0,.,,,,7
1902,2342,Colombia-Venezuela Border,Midpoint of shared (national) border,-69.9777,6.80034,5,ArcGIS and cShapes,Point along a line,Uses 1946 data,139181,Colombian-Venezuelan border,"Culebra, Col",11.15,-74.1167,4
